restaurant_id,short_name,created,skip_score,location_city,cussine_list,rn
e171510e-c7a2-454c-ae8d-58b988ac3329,7 seas restaurant & grill,2019-01-28 18:59:58 UTC,82,Calgary,"International, Asian, Noodle Shop, Seafood",1
e9c201b4-fd1f-4d9c-a080-3d289a28a9ea,7-eleven,2023-02-01 19:42:14 UTC,84,Calgary,"Pizza, Desserts, Pet Food, Convenience, Cool Treats, Sandwiches & Subs, Hot Dogs & Sausages, Late Night Cravings, Pepsi, Bakery, Fast Food, Ice Cream, Smoothies, Coffee/Tea, Ben & Jerry's, Breakfast & Brunch, Skip Exclusive Items, New, Wings, Chicken, Healthy, Ice Cream & Frozen Treats",1
82cefbf8-572d-4992-b882-077d9bf8eb82,722 world bier haus,2018-01-03 19:19:44 UTC,93,Calgary,"Burgers, Seafood, Fish and Chips, Fusion, Healthy, Pub Food, Only on Skip, Gluten Friendly, Sandwiches & Subs, Diner, Chicken, International",1
36d41dd0-12af-4541-b970-68e9c53dd057,8 cakes bake shoppe,2022-04-04 14:29:50 UTC,87,Calgary,"Cool Treats, Desserts, Vegan",1
6ecf4d63-901b-416f-9afd-4ac78896a4c0,80 ate indo chinese fusion house,2019-01-16 23:26:33 UTC,72,Calgary,"Asian, Chicken, Chinese, Seafood, Fusion, Homemade, Indian, Noodle Shop",1
2609e893-0c38-4030-b238-8de30c2c36ff,a b king pizza,2023-03-01 21:55:27 UTC,90,Calgary,"Pizza, Chicken, New",1
d764b74c-c14a-44b6-ab94-a46c609c836e,a cookie occasion,2016-03-30 23:45:50 UTC,75,Calgary,"Desserts, Bakery, Offers, Canadian, Homemade",1
c6db889f-799d-47d3-a521-0d94c8b49f31,a kitchen,2022-12-05 20:22:28 UTC,73,Calgary,"Offers, Chicken, Burgers, Noodle Shop",1
11475,a la saj,1970-01-01 00:00:00 UTC,80,Calgary,"Donair, Sandwiches & Subs, Canadian, International, Middle Eastern",1
96242485-d8a6-4210-9da9-deac55871b18,a perfect pizza,2017-01-06 20:29:17 UTC,80,Calgary,"Italian, Canadian, International, Offers, Chicken, Homemade, Pizza",1
97280191-3a21-4290-8fe2-ea9e39710ddd,a plus 1,2023-02-10 16:45:10 UTC,88,Calgary,"Ice Cream, International, Sandwiches & Subs, New, Convenience, Delicatessen",1
b21eb84e-e4e4-4a4e-9d04-9459fb563373,a taste of quebec,2018-04-24 18:36:01 UTC,80,Calgary,"Canadian, French, Offers, Pub Food, Sandwiches & Subs, Homemade",1
ae632942-e8fc-484a-8730-74f18a76b916,a taste of saigon,2022-06-02 15:29:52 UTC,80,Calgary,"Vegan, Vegetarian, Soup, Seafood, Homemade, Asian, Offers, Chicken, Healthy, Desserts, Vietnamese, Local Goods, Noodle Shop, International",1
c72ed0b1-aef5-4369-80ea-a49091f6d5ce,a to z fusion kitchen,2023-02-13 19:38:07 UTC,80,Calgary,"New, Indian, Burgers, Chicken, Desserts, Fast Food",1
18288,a touch of ginger delight,2014-01-01 00:00:00 UTC,80,Calgary,"Thai, Vegetarian, Noodle Shop, Asian, Chinese, Vietnamese, International, Chicken, Locally Sourced",1
96f7f8c8-6ba2-4560-b0ac-4027cc71c683,a touch of ginger downtown,2016-04-22 17:11:42 UTC,80,Calgary,"Thai, Asian, Vietnamese, Sandwiches & Subs",1
b828b719-e4bb-47eb-a12a-4da5d5c4ff4f,a touch of india,2021-01-13 05:30:28 UTC,72,Calgary,"Lunch, Indian, Chicken, Gluten Friendly, Offers, Vegetarian",1
fd6d373c-64c7-4f90-84e0-8bdad8483d2c,a wish cake & cafe,2015-11-05 23:10:06 UTC,80,Calgary,"Desserts, Bakery, Coffee/Tea, Offers, Smoothies",1
a97cfafa-e72e-4d98-b2d3-a59e64bdf5e7,a wish moment,2022-12-05 15:09:07 UTC,72,Calgary,"Desserts, Coffee/Tea, Bakery",1
8cf5d7c7-05dd-4925-8c72-b9a6229c7fe6,a&p chinese food express,2016-04-01 00:15:07 UTC,92,Calgary,"Seafood, International, Asian, Chicken, Chinese, Noodle Shop",1
90804321-5a56-4451-ab95-092adc1476c7,a&w,2022-03-18 14:36:43 UTC,67,Calgary,"Burgers, Chicken, Canadian, Sandwiches & Subs, Breakfast & Brunch, Fast Food, Coffee/Tea, Vegetarian, Locally Sourced",1
e592acfa-4458-4226-a0f2-8ca67c18d477,a+ buffet sushi bar,2020-10-22 22:17:13 UTC,74,Calgary,"Offers, Japanese, Sushi, Chicken, Noodle Shop, Family Meals, Seafood, Local Goods",1
e37d2c00-2fe9-4f6a-89b1-ab688b7e5d59,a-cafe x a-boonsik north,2020-07-02 21:50:51 UTC,91,Calgary,"Smoothies, Offers",1
78da5616-8a1e-410f-aa4c-0a2eeb93c376,a-z liquor store,2020-02-21 01:18:19 UTC,89,Calgary,"Wine, Corona, Labatt, Palm Bay, Liquor, Alcohol, Fall Food Moments, Beer, Offers, Budweiser",1
175599c5-bb00-417c-bd8a-c147bbb3bb3d,a1 cafe,2020-11-19 23:20:05 UTC,82,Calgary,"Wine, Food & Drinks, Beer, Alcohol, Desserts, Chicken, Seafood",1
28849873-95e1-4eb6-99a8-b0144dc1d36e,a1 spice & grocery,2022-05-12 22:57:34 UTC,80,Calgary,"Chicken, Grocery, Convenience",1
15457,aaa donair and jamaican cuisine,2014-01-01 00:00:00 UTC,80,Calgary,"Donair, Offers, Seafood, Homemade, Vegetarian, International, Caribbean, Only on Skip",1
0b3e4fb0-857b-46cf-bb27-994086db4c57,aadi chakra,2017-06-12 17:01:07 UTC,80,Calgary,"Asian, Vegetarian",1
d1ff0929-e6a8-4c68-a4ed-111cdb7c3e00,aaliya's pizzeria and shawarma café,2022-05-20 19:41:52 UTC,89,Calgary,"Pizza, Bonus Points, Middle Eastern, Local Goods, Offers, Italian",1
e70b7575-3393-4939-b945-e894f2d0cf9c,ab liquor outlet,2020-12-22 00:56:46 UTC,93,Calgary,"Alcohol, Beer, Liquor, Bud Light, Corona, Budweiser",1
7e4965d8-bd38-454a-a032-e5b3f1b0d298,abbey's creations,2022-11-08 21:22:57 UTC,72,Calgary,"Cool Treats, Desserts, Delicatessen, Ice Cream, Smoothies",1
b3173e60-5e37-4712-ace8-9a4ce37201fd,abc liquor store,2020-02-17 22:04:43 UTC,93,Calgary,"Budweiser, Beer, Wine, Liquor, Alcohol, Canadian",1
ecd3c672-cfe5-4388-876d-7bb1e7b6ce74,abe's nutella,2020-07-28 00:36:44 UTC,81,Calgary,"Desserts, Smoothies, Coffee/Tea, Canadian, Homemade, Waffles",1
f5773422-d287-4b17-9ae7-dcdf6f0be5e5,ablo erinwood,2021-03-04 21:55:13 UTC,95,Calgary,"Beer, Liquor, Alcohol, Bud Light, Budweiser, Corona",1
d8137713-6a61-4cc5-8dbe-f0d3c9f082a2,ablo westbrook,2021-03-04 21:42:00 UTC,86,Calgary,"Liquor, Beer, Corona, Alcohol, Bud Light, Budweiser",1
a453b226-5c7b-4c1c-ab96-b005739fbcb8,abyssinia ethiopian and eritrean cuisine,2018-06-15 23:32:16 UTC,78,Calgary,"Catering, Ethiopian, Family Meals, International, Coffee/Tea, Vegetarian, Black-owned restaurants, Offers, Chicken",1
a9fdaba3-fe6b-4df1-9903-1b353b82c909,acadia pizza,2023-03-01 22:32:55 UTC,80,Calgary,"New, Chicken, Pasta, Pizza",1
fd4344c2-758a-4981-95cf-02224e0fb8df,ace coffee and diner,2016-03-22 23:26:45 UTC,80,Calgary,"Diner, Burgers, Breakfast & Brunch, Smoothies, Coffee/Tea",1
e43658ea-75d7-4b92-bdba-5fa90005908e,ace liquor,2022-09-06 18:17:08 UTC,98,Calgary,"Corona, Budweiser, Mike's Hard, Labatt, Alcohol, Bud Light, Stella Artois, Beer, Michelob Ultra",1
7be91094-04d0-4795-ace3-a73c8e71df77,acme pizza co.,2022-11-01 13:45:21 UTC,88,Calgary,"Chicken, Vegetarian, Pizza",1
248752ba-0b05-42a9-b1b1-7dbba060e60a,actually pretty good,2020-11-19 22:37:19 UTC,89,Calgary,"Pasta, Seafood, La Pizza Week, Pizza, Italian, Vegetarian",1
b42e46c4-3502-4672-9cb5-4ccbf6d2f911,adams grocery and convenience store,2022-09-06 18:28:02 UTC,72,Calgary,"Pasta, Convenience, Offers, Popcorn",1
d573f91e-e5aa-43ed-8259-83996cbdad04,adams indian food store,2022-08-29 21:45:01 UTC,72,Calgary,"Asian, Indian, Vegetarian, Chicken",1
6f6b2657-7caa-4c5a-8a0a-753139160bd2,adana shawarma & grill,2017-06-30 20:43:54 UTC,80,Calgary,"Pitas, Chicken, Middle Eastern",1
1c488d9d-9e57-402a-ba2c-237349ace02c,add more fries,2022-08-25 15:57:47 UTC,93,Calgary,"Tacos, Offers, Mexican, International, Fast Food, Latin American",1
ac3fe986-f4c0-4af0-863f-ef03d2464f68,adobo experience,2019-04-08 21:27:40 UTC,67,Calgary,"Asian, Lunch, Offers, Chicken, Filipino, Breakfast & Brunch, Noodle Shop, International",1
5fd283bd-a5a6-4705-af04-1ce2bd0e85a3,adobo experience 17th filipino kitchen,2019-10-23 00:29:06 UTC,72,Calgary,"Barbecue, International, Asian, Fusion",1
1fc418e2-5871-4a05-8355-fe1f1b7f5442,adulis restaurant & bar,2023-03-04 01:14:56 UTC,80,Calgary,"Chicken, Burgers, New, Lunch, Sandwiches & Subs",1
8207dad8-97d2-4c6f-a68d-3e78dfe10e5d,afghan kabob,2017-01-16 22:54:05 UTC,80,Calgary,"Pitas, Vegetarian, Middle Eastern, Offers, Chicken",1
fe64e36a-2f1e-4734-8aa5-353dfc006203,afrosea grocery,2021-11-16 15:57:16 UTC,80,Calgary,"Seafood, Offers, Grocery, Food & Drinks",1
93ba3eba-6509-48b9-a101-6815d3f72e2d,agni fine indian cuisine,2021-03-22 21:12:00 UTC,95,Calgary,"Desserts, Vegetarian, International, Indian, Chicken, Food & Drinks",1
9dc6e283-76d4-481d-a6c1-b21cff299e60,ahinke's kitchen,2021-03-02 21:56:45 UTC,80,Calgary,"Chicken, Caribbean, Vegetarian",1
aabbbcd9-f440-49c2-a7fe-0186968c33ad,aida's bistro,2020-04-03 20:50:21 UTC,94,Calgary,"Chicken, Homemade, Coffee/Tea, Vegetarian, Middle Eastern, Sandwiches & Subs, Pitas, Wings, Seafood, Desserts, Only on Skip",1
e3a64a31-f1d6-4936-aeb7-3a24b4271136,aida's donair,2018-10-05 20:55:33 UTC,87,Calgary,"Donair, Homemade, International, Skip Exclusive Items, Pitas, Chicken, Mediterranean, Vegetarian, Only on Skip",1
75f12c69-8a9c-40eb-8651-8e76c9fdb452,ajisai japanese cuisine,2015-10-16 00:39:23 UTC,82,Calgary,"Sushi, Healthy, Asian, Seafood, Japanese",1
1f040b8a-a65b-49b5-ab49-f47db66b9f36,aki ramen,2020-12-04 00:52:22 UTC,87,Calgary,"Sushi, Japanese",1
18084,al's pizza and steakhouse,1970-01-01 00:00:00 UTC,97,Calgary,"Donair, Pizza, American, Steakhouse, Chicken, Italian, Canadian",1
9d74b04f-a294-43dc-922d-b6db700e7653,al-madina shawarma,2017-07-25 22:30:56 UTC,95,Calgary,"Middle Eastern, Halal, Donair, Offers, Chicken, Healthy, Only on Skip, International",1
707e953f-8f4c-44e1-b77d-0056aa9532ec,aladdin donair and pizza and fritou fried chicken,2022-10-05 19:28:53 UTC,70,Calgary,"Pitas, Donair, Burgers, American, Desserts, Vegetarian, Pizza, International, Pub Food, Middle Eastern",1
5750f7d7-83c0-4e1f-80dc-23ceac9aa7ff,alberta beer exchange,2020-02-20 00:33:19 UTC,80,Calgary,"Liquor, Beer, Spirits, Wine",1
a1608bad-9146-4aa9-9cab-ca8196e2cc28,alberta king of liquor,2021-12-10 18:08:59 UTC,86,Calgary,"Beer, Alcohol, Food & Drinks, Liquor",1
6d8d18b6-5779-480a-89e2-3e646c3bf941,alberta king of subs,2017-11-27 17:41:24 UTC,95,Calgary,"Offers, Chicken, Canadian, Pub Food, Local Goods, Sandwiches & Subs, Vegetarian, Diner, Halal, Fast Food",1
b0c6bf6d-9764-4b98-b6a5-96c42716acb1,alberta liquor wine and spirits,2022-05-24 16:39:41 UTC,93,Calgary,"Liquor, International, Alcohol",1
2bff1f71-af4c-4f3a-887b-3b54e917d241,aldayaa shawarma,2020-12-10 21:25:42 UTC,80,Calgary,"Mediterranean, Chicken, Sandwiches & Subs",1
f1903749-ae5e-4e6e-8890-da152ec17cfa,aleppo shawarma and donair,2020-04-14 05:42:22 UTC,81,Calgary,"Pitas, Donair",1
fefaf4ad-be24-4a09-81ea-a20aba00b721,alforno bakery & cafe,2017-02-06 16:18:58 UTC,90,Calgary,"Beer, Pizza, Chicken, Italian, Canadian, Delicatessen, Lunch, Alcohol, Burgers, Homemade, Local Goods, Breakfast & Brunch, Wine, Pasta, Healthy, Desserts, Coffee/Tea, Food & Drinks, Sandwiches & Subs",1
0a51e7b1-bfbd-48a5-836b-4c9e5ba51f5c,alibaba kabob house inc.,2017-08-02 21:14:49 UTC,80,Calgary,"Healthy, International, Vegetarian, Mediterranean, Indian",1
3f53567c-ac69-4740-bba7-0dcfc9364a38,all beef catering & eatery,2019-10-10 22:43:13 UTC,75,Calgary,"Healthy, Canadian, Homemade, Gluten Friendly, Sandwiches & Subs",1
3f72f630-43d3-4694-a79b-97a48c08c78a,all beef catering and smokehouse,2021-01-21 21:57:39 UTC,77,Calgary,"Canadian, Only on Skip, Sandwiches & Subs, Wings, Pub Food",1
af559b75-789e-4a54-a939-a0b6220e0c51,alley burger,2021-01-26 21:18:11 UTC,79,Calgary,"Beer, Food & Drinks, Canadian, Wine, Burgers, Fast Food",1
df01317a-3458-4321-be86-6e8cf4baa7b2,altadore wine & spirits,2022-07-21 14:28:16 UTC,93,Calgary,"Spirits, Alcohol, Wine, Offers",1
7b8b541f-279c-47e5-90a2-1e50e58fb7b7,always liquor,2021-05-25 20:14:13 UTC,99,Calgary,"Wine, Bud Light, Budweiser, Beer, Liquor, Alcohol, Stella Artois",1
5f1a3fa0-6764-43e0-85c2-c68cbd7846b2,amantea italian restaurant,2015-03-06 21:30:53 UTC,82,Calgary,"Chicken, Pizza, Italian, Seafood, Desserts, Homemade, International",1
1fefd739-31a4-4d90-b497-04521e2b9106,amato gelato,2018-09-18 14:21:47 UTC,93,Calgary,"Ice Cream & Frozen Treats, Italian, Desserts",1
50497941-5b0b-4e9f-8558-6fc5e83820a2,amato gelato - dnu,2015-08-02 00:24:46 UTC,82,Calgary,"Smoothies, Coffee/Tea",1
71e64b7b-fc5c-4426-b82a-d40f307e2ce7,amaya indian street food,2021-02-17 18:45:43 UTC,80,Calgary,"Chicken, Indian, Desserts",1
cf93f051-b41a-4636-a9c2-f66b2f982c83,ami tea,2020-09-15 00:17:17 UTC,78,Calgary,"Smoothies, Vietnamese, Asian, Healthy, Coffee/Tea",1
7b5f54c4-fe76-48a6-8320-feae31981067,ami tea & sub,2019-01-10 16:58:11 UTC,80,Calgary,"Desserts, Coffee/Tea, Vietnamese, Sandwiches & Subs, Asian, Homemade, Smoothies, Vegetarian, International",1
12a31d9c-e465-437b-aeee-b134cac90174,ami tea inglewood,2021-09-17 20:59:44 UTC,95,Calgary,"Smoothies, Vietnamese, Coffee/Tea",1
2d464acd-9f15-4c93-a48a-7f8efde7c6af,amici italian grill,2018-03-21 14:31:06 UTC,80,Calgary,"Pasta, Pizza, Chicken, Steakhouse, International, Sandwiches & Subs, Italian, Homemade",1
b5562901-3dde-49c3-b94b-951b13532fd5,amico chef,2022-03-22 17:12:04 UTC,93,Calgary,"Offers, Grocery, Italian",1
d4f79ba3-7b1e-451a-a372-f9cb804b1d61,amigo taco & burrito co.,2022-09-09 19:47:54 UTC,83,Calgary,"Offers, Mexican, Tacos, Wings",1
b64a8ac7-8807-4e19-833a-fff2e1ae3904,amigo taco and burrito co.,2020-12-09 20:04:22 UTC,82,Calgary,"Tacos, Wings, Mexican, Desserts",1
77b347c7-82ec-4a15-8f40-a570a1f8bda1,amihan grill + bakeshop,2020-11-05 21:55:14 UTC,90,Calgary,"Asian, Offers, Barbecue, Sandwiches & Subs, Bakery",1
35ae7239-434b-4e6e-a4cd-587b0b019afe,amitea heritage,2022-08-23 14:13:19 UTC,93,Calgary,"Asian, Smoothies, Bubble Tea, Cool Treats, Offers, Chicken, Fast Food, Coffee/Tea",1
ab88990c-3e7a-4339-a821-f06eac809b05,amritsari tadka restaurant,2021-02-22 21:45:27 UTC,79,Calgary,"Vegetarian, Indian, Asian",1
c4dd0bba-7be1-40a2-a07c-62f48bf32bc8,an nam pho vietnamese cuisine and grill,2016-01-21 18:26:53 UTC,80,Calgary,"Vietnamese, Noodle Shop, International, Sandwiches & Subs, Asian, Chicken, Desserts",1
6dd93ae9-97ea-4b37-aebf-1ee4239fd633,an-nam pho vietnamese cuisine and grill,2015-06-05 22:55:18 UTC,80,Calgary,"Chicken, Chinese, Asian, Noodle Shop, International, Vietnamese",1
12f4ea2c-8f1d-4211-ac18-1d4f8198ed99,anatolia turkish fine food,2023-02-10 22:24:48 UTC,88,Calgary,"International, New, Chicken, Desserts",1
2b8b7f72-d9f9-48d5-8cb0-15ccd35bed40,anatolia turkish restaurant,2018-10-21 19:00:52 UTC,72,Calgary,"Desserts, Mediterranean, Pitas, Chicken, Vegetarian, International, European",1
5a238c4a-fc57-4b8b-82b7-74559820ae47,anaya bbq hut and chaat house,2020-03-18 00:10:14 UTC,100,Calgary,"Chicken, Indian, Barbecue, Desserts, Homemade",1
7e4d520b-3f88-4e70-b617-7056368f3646,and some cafe,2022-05-25 18:10:27 UTC,78,Calgary,"Healthy, Bubble Tea, Coffee/Tea, Bagels, Bakery, Desserts, Hot Dogs & Sausages",1
0be06611-3d33-4b0b-988f-d0c32e245c0a,andaro's pizza,2017-07-20 15:47:18 UTC,94,Calgary,"Chicken, Pizza, Italian, Seafood, Vegetarian, Diner, Pub Food, Gluten Friendly",1
01418d35-5d4a-4bc8-abbc-80472d84c5e2,angel's bakery and cafe,2015-08-05 00:02:44 UTC,80,Calgary,"Asian, Offers, Chicken, Noodle Shop, Seafood, Bakery",1
8cff9ce3-903e-4d5f-a68c-8690aa9a856e,angel's drive in,2020-10-08 00:55:28 UTC,88,Calgary,"Burgers, Homemade, Local Goods, Sandwiches & Subs, Offers, Chicken",1
9aecb73b-f0bd-4222-98ca-3ad19d722e09,annabelle's kitchen,2021-10-08 17:17:19 UTC,93,Calgary,"Pasta, Pizza, Italian",1
2ec39755-85e3-4e68-a2d1-26f8f920cb68,another wing by dj khaled,2023-01-30 17:07:35 UTC,93,Calgary,"Wings, Chicken",1
49d93a85-1ffe-4e60-ae48-df1e144222e2,anything cafe vietnamese cuisine,2016-03-30 23:40:38 UTC,80,Calgary,"Seafood, Homemade, Vegetarian, Asian, Noodle Shop, International, Vietnamese",1
01760cb7-8b7f-4f47-99ce-7cb405fbd487,aplus donair,2020-11-05 19:37:23 UTC,80,Calgary,"Donair, Mediterranean, Locally Sourced, Greek, Pizza, Offers, Chicken, Homemade",1
eb9d4534-ea6b-4a0f-8c21-ed460c28014c,apple inn chinese restaurant,2018-01-15 23:02:54 UTC,94,Calgary,"Asian, Chicken, Chinese, Seafood, Vegetarian, Noodle Shop, International",1
1026019f-3f3c-45bb-a1a6-719a1b5b553d,applebee's,2014-01-01 00:00:00 UTC,89,Calgary,"Alcohol, Canadian, Steakhouse, Liquor, Burgers, Chicken, Only on Skip, Food & Drinks, Beyond Meat Promo, Sandwiches & Subs, American",1
e16edf52-713c-486b-a904-51c3e8b316ce,aqsa wholesale meats inc,2020-06-09 22:19:45 UTC,82,Calgary,"Butcher, Grocery, Delicatessen, Chicken",1
afc20a15-4fdb-420d-af12-276783f17ee9,arashi japanese restaurant,2016-06-16 00:56:10 UTC,98,Calgary,"Asian, Chicken, Seafood, Only on Skip, Sushi, Offers, Japanese, International",1
6c0f45b8-dfaf-4fa8-b4a4-0ba3432c771b,arby's,2021-09-01 20:06:31 UTC,92,Calgary,"Pitas, American, Fast Food, Fall Food Moments, Burgers, Canadian, Delicatessen, Sandwiches & Subs, Chicken",1
12181,arch persian lounge,2014-01-01 00:00:00 UTC,80,Calgary,"Chicken, Vegetarian, Mediterranean, Locally Sourced, Desserts",1
0ad260b6-b76f-4fb9-b31f-86a9ffd85181,arepas ranch,2018-12-19 23:17:18 UTC,84,Calgary,"Mexican, International, Fast Food",1
3d9af900-a6fe-4078-b663-5a53b63e5c06,ari sushi,2020-12-30 19:12:45 UTC,80,Calgary,"Sushi, Seafood, Japanese, International",1
1477b69c-59fd-4071-a9fa-345ceb182f57,ariya,2021-05-21 16:27:31 UTC,72,Calgary,"Healthy, Chicken",1
0d52952a-2b69-41bd-9a9c-165119c97e18,aroma café bar,2020-09-08 23:43:48 UTC,75,Calgary,"Homemade, Sandwiches & Subs, Mexican, Smoothies",1
c33241b5-bdfd-4340-8027-47d354dd76e6,aroma dim sum,2020-12-09 23:17:51 UTC,87,Calgary,"Food & Drinks, Asian, Vegan, Chicken, Seafood, Homemade, Vegetarian, Offers, Chinese, Noodle Shop",1
ca4a353b-8148-4f8b-929a-2adee566b080,around the bend,2020-12-22 21:16:42 UTC,88,Calgary,"Local Goods, Offers, Coffee/Tea, Sandwiches & Subs",1
95e6ad07-880b-4c0b-ad03-fa530207caea,asadal korean cuisine,2022-02-02 21:50:51 UTC,97,Calgary,"Korean, Soup, Chicken",1
c64b9cfc-3694-4b69-8f27-3ba4861775f3,ashwani's indian kitchen,2020-12-07 23:07:46 UTC,81,Calgary,"Chicken, Desserts, Indian, Vegetarian",1
010cf634-0a4c-46ec-b30c-c231993251e5,asia submarine and fast foods deli,2021-04-07 13:21:41 UTC,93,Calgary,"Coffee/Tea, Fish and Chips, Sandwiches & Subs",1
ce6511fa-8387-496e-8f0b-d8e9306b06b4,asian bistro,2022-07-14 15:37:57 UTC,89,Calgary,"Beer, Chicken, International, Soup, Asian, Alcohol, Food & Drinks",1
188346f6-ddb9-4f19-9235-5dcadedc8a80,asian buffet,2015-09-30 00:27:33 UTC,95,Calgary,"Beer, Offers, Alcohol, Sushi, Liquor, Chinese, Asian, Noodle Shop, Family Meals, Food & Drinks",1
fd910704-cca9-4da3-896b-b5cc7e646fcd,asian grill bbq & chinese halal,2018-12-04 19:04:28 UTC,80,Calgary,"Healthy, Barbecue, Asian, Indian, Chicken, Homemade, Vegetarian, Middle Eastern, Halal, Seafood, International",1
